document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,answera,answerb,answerc,answerd
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Who tells Lucie he loves her and would die for her?,Carton,Carton,Who tells Lucie he loves her and would die for her?,Carton,Carton,Carton,Darnay,Stryver,Mr. Lorry
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Carton say about his life?,That he’s wasted it and he’s beyond hope,That he’s wasted it and he’s beyond hope,What does Carton say about his life?,That he’s wasted it and he’s beyond hope,That he’s wasted it and he’s beyond hope,That he’s destined for great things,That he is determined to reform himself,That he had a traumatic childhood,That he’s wasted it and he’s beyond hope
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"Who is the dead man, Roger Cly?",A man who testified against Darnay,A man who testified against Darnay,"Who is the dead man, Roger Cly?",A man who testified against Darnay,A man who testified against Darnay,A chimney sweep,A man who testified against Darnay,Miss Pross’s brother,Charles Darnay’s estate keeper
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Jerry Cruncher’s son see his father do?,Dig up a corpse,Dig up a corpse,What does Jerry Cruncher’s son see his father do?,Dig up a corpse,Dig up a corpse,Dig up a corpse,Take a bribe,Get in a fight,Receive a reprimand from Mr. Lorry
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does the mender of roads tell the Jacques about?,The execution of the Marquis’s murderer,The execution of the Marquis’s murderer,What does the mender of roads tell the Jacques about?,The execution of the Marquis’s murderer,The execution of the Marquis’s murderer,That a spy named Barsad is on his way,That Darnay and Lucy are marrying,That the authorities are coming to arrest the Defarges,The execution of the Marquis’s murderer
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What is Madame Defarge knitting?,A registry of names of who should be executed after the revolution,A registry of names of who should be executed after the revolution,What is Madame Defarge knitting?,A registry of names of who should be executed after the revolution,A registry of names of who should be executed after the revolution,A registry of names of who should be executed after the revolution,She knits the same thing over and over as she spies on people.,Shrouds for the victims of the upcoming revolution,Baby shoes because she is pregnant
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Whose name is added to the registry after the spy Barsad’s visit to the wine shop?,Charles Darnay,Charles Darnay,Whose name is added to the registry after the spy Barsad’s visit to the wine shop?,Charles Darnay,Charles Darnay,The Marquis,Doctor Manette,Charles Darnay,Lucy Manette
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What do Lucie and Darnay do?,Get married,Get married,What do Lucie and Darnay do?,Get married,Get married,Get in a fight,Move to Paris,Get married,Buy a house
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What happens to Doctor Manette because of his talk with Darnay?,He falls into a trance and makes shoes again for 10 days.,He falls into a trance and makes shoes again for 10 days.,What happens to Doctor Manette because of his talk with Darnay?,He falls into a trance and makes shoes again for 10 days.,He falls into a trance and makes shoes again for 10 days.,He refuses to let Lucy marry Darnay.,He leaves the house and Mr. Lorry can’t find him for 10 days.,He proposes to Miss Pross.,He falls into a trance and makes shoes again for 10 days.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What do Mr. Lorry and Miss Pross get Doctor Manette to agree to when he recovers?,To let them destroy his shoe-making bench and bury the tools,To let them destroy his shoe-making bench and bury the tools,What do Mr. Lorry and Miss Pross get Doctor Manette to agree to when he recovers?,To let them destroy his shoe-making bench and bury the tools,To let them destroy his shoe-making bench and bury the tools,To let them tell Lucy what happened to him,To let them destroy his shoe-making bench and bury the tools,To move out so Lucy and Darnay can have their own place,To draw up a will and write them into it
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What do Mr. Lorry and Miss Pross tell Lucy about her father’s relapse?,Nothing,Nothing,What do Mr. Lorry and Miss Pross tell Lucy about her father’s relapse?,Nothing,Nothing,"Nothing, but Doctor Manette tells Lucy everything",Nothing,They tell her about it when she and Darnay return from their honeymoon.,They write to her immediately and she rushes home.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,How does Lucy say Darnay should treat Carton?,With sympathy and compassion,With sympathy and compassion,How does Lucy say Darnay should treat Carton?,With sympathy and compassion,With sympathy and compassion,With sympathy and compassion,With scorn and derision,He should fight him if he ever tries to set foot in their house again.,He should help him get a job.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Whom do the villagers hang?,A wealthy man who said the starving should eat grass,A wealthy man who said the starving should eat grass,Whom do the villagers hang?,A wealthy man who said the starving should eat grass,A wealthy man who said the starving should eat grass,A wealthy man who said the starving should eat grass,The Marquis,A group of travelers they mistake for aristocrats,Madame Defarge’s sister
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Whose castle do the revolutionaries burn down?,The late Marquis’s,The late Marquis’s,Whose castle do the revolutionaries burn down?,The late Marquis’s,The late Marquis’s,Mr. Lorry’s,The Defarges,Napoleon’s,The late Marquis’s
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Who barely escapes from the fire?,"Gabelle, a local tax collector","Gabelle, a local tax collector",Who barely escapes from the fire?,"Gabelle, a local tax collector","Gabelle, a local tax collector","John Barsad, a spy","Gabelle, a local tax collector",The revolutionary who starts it,A small child
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Why does Tellson’s send Mr. Lorry to France?,To safeguard the bank’s assets and papers,To safeguard the bank’s assets and papers,Why does Tellson’s send Mr. Lorry to France?,To safeguard the bank’s assets and papers,To safeguard the bank’s assets and papers,To negotiate the release of a British prisoner,To profit from the revolution,To safeguard the bank’s assets and papers,For a holiday
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Gabelle’s letter to Darnay say?,That he will be executed for overseeing Darnay’s family estate,That he will be executed for overseeing Darnay’s family estate,What does Gabelle’s letter to Darnay say?,That he will be executed for overseeing Darnay’s family estate,That he will be executed for overseeing Darnay’s family estate,That he should not come to Paris or he will be executed,He congratulates him on his marriage to Lucy.,That he will be executed for overseeing Darnay’s family estate,That he stole from Darnay’s family and wants forgiveness
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What happens to Darnay as soon as he gets to France?,He is arrested and turned over to Defarge.,He is arrested and turned over to Defarge.,What happens to Darnay as soon as he gets to France?,He is arrested and turned over to Defarge.,He is arrested and turned over to Defarge.,He is declared a hero for renouncing his family.,He is arrested and turned over to Defarge.,He takes up the family name again and fights against the revolutionaries.,He goes into hiding and rescues Gabelle.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What form of execution has just been invented?,The guillotine,The guillotine,What form of execution has just been invented?,The guillotine,The guillotine,The guillotine,The electric chair,The firing squad,Drawing and quartering
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,How does Doctor Manette help Darnay?,He becomes a prison doctor so he can watch out for Darnay’s safety.,He becomes a prison doctor so he can watch out for Darnay’s safety.,How does Doctor Manette help Darnay?,He becomes a prison doctor so he can watch out for Darnay’s safety.,He becomes a prison doctor so he can watch out for Darnay’s safety.,He becomes the Defarges’ personal physician so he can get inside information,He gets himself arrested so the two can find a way to escape together.,He becomes a prison doctor so he can watch out for Darnay’s safety.,He does favors for important revolutionaries in exchange for a promise of Darnay’s safety.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Why does Lucy stand in the same spot outside the prison every day for two hours?,So that Darnay might see her from a prison window,So that Darnay might see her from a prison window,Why does Lucy stand in the same spot outside the prison every day for two hours?,So that Darnay might see her from a prison window,So that Darnay might see her from a prison window,So she can see Darnay in a prison window,So she’s out of the house while Doctor Manette makes shoes,So that Darnay might see her from a prison window,So she can send secret signals to the prisoners
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Who often talks to Lucie while she waits outside the prison?,The wood-sawyer,The wood-sawyer,Who often talks to Lucie while she waits outside the prison?,The wood-sawyer,The wood-sawyer,Madame Defarge,Monsieur Defarge,The wood-sawyer,John Barsad
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What happens at Darnay’s first rowdy trial in France?,He is found innocent and released.,He is found innocent and released.,What happens at Darnay’s first rowdy trial in France?,He is found innocent and released.,He is found innocent and released.,The crowd lynches him.,He is found innocent and released.,He is found guilty and sentenced to death.,Doctor Manette makes a deal to take Darnay’s place in prison.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Who engineers Darnay’s re-arrest the next day?,The Defarges,The Defarges,Who engineers Darnay’s re-arrest the next day?,The Defarges,The Defarges,The Defarges,The wood-sawyer,Sydney Carton,Louis XVI
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,How does Carton convince Barsad to help him save Darnay?,He threatens to reveal to the revolutionaries that Barsad is an English spy.,He threatens to reveal to the revolutionaries that Barsad is an English spy.,How does Carton convince Barsad to help him save Darnay?,He threatens to reveal to the revolutionaries that Barsad is an English spy.,He threatens to reveal to the revolutionaries that Barsad is an English spy.,He bribes him.,He threatens to reveal to the revolutionaries that Barsad is an English spy.,He starts to tell Miss Pross what her brother does for a living.,He dangles him over a bridge until he agrees.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does the letter that Defarge reads reveal about Darnay’s father and uncle?,"That they were resonsible for a rape, murders, and Doctor Manette’s unjust arrest","That they were resonsible for a rape, murders, and Doctor Manette’s unjust arrest",What does the letter that Defarge reads reveal about Darnay’s father and uncle?,"That they were resonsible for a rape, murders, and Doctor Manette’s unjust arrest","That they were resonsible for a rape, murders, and Doctor Manette’s unjust arrest",That they tried to protect Darnay from arrest after he raped a woman,That they tried to help get Doctor Manette released after he was imprisoned,That Doctor Manette participated in the rape and murder of a woman and her family,"That they were resonsible for a rape, murders, and Doctor Manette’s unjust arrest"
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Why is Charles Darnay going to be executed?,Because of the sins of his family,Because of the sins of his family,Why is Charles Darnay going to be executed?,Because of the sins of his family,Because of the sins of his family,Because of the sins of his family,Because Madame Defarge overrules the court’s decision,Because he confesses,Because he’s an English spy
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What is revealed about Madame Defarge?,That she is the sister of the woman raped by Darnay’s uncle,That she is the sister of the woman raped by Darnay’s uncle,What is revealed about Madame Defarge?,That she is the sister of the woman raped by Darnay’s uncle,That she is the sister of the woman raped by Darnay’s uncle,That she is Darnay’s sister,The she and Lucy are sisters,That she is the sister of the woman raped by Darnay’s uncle,That she is an aristocrat by birth
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Carton do at the Manettes’?,He gives them his traveling papers and instructs them to leave the next day.,He gives them his traveling papers and instructs them to leave the next day.,What does Carton do at the Manettes’?,He gives them his traveling papers and instructs them to leave the next day.,He gives them his traveling papers and instructs them to leave the next day.,He gives them his traveling papers and instructs them to leave the next day.,He gives Miss Pross a gun and says she will need it for protection.,He tells them his plan to save Darnay.,He begs Lucy to reconsider being with him or else he will kill himself.
